gem_id,meaning_representation,target,references
viggo-train-3287,"inform(name[Skyforge], rating[poor], genres[adventure, hack-and-slash, MMORPG], player_perspective[third person], platforms[PlayStation, Xbox, PC], has_linux_release[no], has_mac_release[no])","Skyforge is a poor third person hack-and-slash adventure MMORPG. The game was released for PlayStation, Xbox and PC, but does not have a Linux or Mac release.","['Skyforge is a poor third person hack-and-slash adventure MMORPG. The game was released for PlayStation, Xbox and PC, but does not have a Linux or Mac release.']"
viggo-train-3288,"suggest(name[Rocket League], release_year[2015], has_multiplayer[yes])",Do you like multiplayer games from 2015 like Rocket League?,['Do you like multiplayer games from 2015 like Rocket League?']
viggo-train-3289,"suggest(name[Rocket League], release_year[2015], has_multiplayer[yes])","What do you think of the multiplayer aspect of the 2015 release, Rocket League?","['What do you think of the multiplayer aspect of the 2015 release, Rocket League?']"
viggo-train-3290,"suggest(name[Rocket League], release_year[2015], has_multiplayer[yes])","Do you remember enjoying any multiplayer games that came out in 2015, such as Rocket League?","['Do you remember enjoying any multiplayer games that came out in 2015, such as Rocket League?']"
viggo-train-3291,"verify_attribute(name[Tetris], rating[excellent], genres[arcade, puzzle, strategy], player_perspective[side view])",You mentioned that Tetris is one of your favorite games. Do you in general love arcade puzzle games full of strategy and played from a side view perspective?,['You mentioned that Tetris is one of your favorite games. Do you in general love arcade puzzle games full of strategy and played from a side view perspective?']
viggo-train-3292,"verify_attribute(name[Tetris], rating[excellent], genres[arcade, puzzle, strategy], player_perspective[side view])",You said earlier that you greatly enjoy Tetris. Are you generally a big fan of side view arcade games with puzzles and strategy?,['You said earlier that you greatly enjoy Tetris. Are you generally a big fan of side view arcade games with puzzles and strategy?']
viggo-train-3293,"verify_attribute(name[Tetris], rating[excellent], genres[arcade, puzzle, strategy], player_perspective[side view])",You said that you really enjoyed Tetris. Do you frequently like to play side view puzzle and strategy arcade games?,['You said that you really enjoyed Tetris. Do you frequently like to play side view puzzle and strategy arcade games?']
viggo-train-3294,"recommend(name[Stronghold 2], esrb[T (for Teen)], genres[real-time strategy, simulation])","If you're okay with T rated real-time strategy simulation games, then what about Stronghold 2?","[""If you're okay with T rated real-time strategy simulation games, then what about Stronghold 2?""]"
viggo-train-3295,"recommend(name[Stronghold 2], esrb[T (for Teen)], genres[real-time strategy, simulation])","Stronghold 2 was a T rated real-time strategy simulator that I enjoyed, have you played it?","['Stronghold 2 was a T rated real-time strategy simulator that I enjoyed, have you played it?']"
viggo-train-3296,"recommend(name[Stronghold 2], esrb[T (for Teen)], genres[real-time strategy, simulation])","A Teen-rated real-time strategy, sim that I enjoyed was Stronghold 2. Have you played it?","['A Teen-rated real-time strategy, sim that I enjoyed was Stronghold 2. Have you played it?']"
viggo-train-3297,"inform(name[Age of Wonders II: The Wizard's Throne], esrb[T (for Teen)], rating[poor], genres[role-playing, turn-based strategy], player_perspective[bird view])","Age of Wonders II: The Wizard's Throne is a role-playing, turn-based strategy with a bird view. It got poor reviews and was rated T (for Teen).","[""Age of Wonders II: The Wizard's Throne is a role-playing, turn-based strategy with a bird view. It got poor reviews and was rated T (for Teen).""]"
viggo-train-3298,"inform(name[Age of Wonders II: The Wizard's Throne], esrb[T (for Teen)], rating[poor], genres[role-playing, turn-based strategy], player_perspective[bird view])",Age of Wonders II: The Wizard's Throne received mostly negative ratings. It's a turn-based strategy RPG that you play from a bird's eye view. It was rated T (for Teen).,"[""Age of Wonders II: The Wizard's Throne received mostly negative ratings. It's a turn-based strategy RPG that you play from a bird's eye view. It was rated T (for Teen).""]"
viggo-train-3299,"inform(name[Age of Wonders II: The Wizard's Throne], esrb[T (for Teen)], rating[poor], genres[role-playing, turn-based strategy], player_perspective[bird view])",Age of Wonders II: The Wizard's Throne is a bird view turn-based strategy RPG. The game was reviewed poorly and is rated T (for Teen).,"[""Age of Wonders II: The Wizard's Throne is a bird view turn-based strategy RPG. The game was reviewed poorly and is rated T (for Teen).""]"
viggo-train-3300,"confirm(name[The Room], genres[indie, point-and-click, puzzle])","Are you talking about the indie point-and-click puzzle game, The Room?","['Are you talking about the indie point-and-click puzzle game, The Room?']"
viggo-train-3301,"confirm(name[The Room], genres[indie, point-and-click, puzzle])","So when you say The Room, do you mean the indie point-and-click puzzle game?","['So when you say The Room, do you mean the indie point-and-click puzzle game?']"
viggo-train-3302,"confirm(name[The Room], genres[indie, point-and-click, puzzle])",Did you mean the indie puzzle-solving point-and-click game The Room?,['Did you mean the indie puzzle-solving point-and-click game The Room?']
viggo-train-3303,"inform(name[Diablo II], release_year[2000], rating[good], genres[hack-and-slash, role-playing], player_perspective[bird view], has_multiplayer[yes])",Diablo II is a hack-and-slash role-playing game with multiplayer in the bird view perspective. It was released in 2000 and received overall good reviews.,['Diablo II is a hack-and-slash role-playing game with multiplayer in the bird view perspective. It was released in 2000 and received overall good reviews.']
viggo-train-3304,"inform(name[Diablo II], release_year[2000], rating[good], genres[hack-and-slash, role-playing], player_perspective[bird view], has_multiplayer[yes])",Diablo II is a bird view hack-and-slash RPG with multiplayer. It was released in 2000 to good reviews.,['Diablo II is a bird view hack-and-slash RPG with multiplayer. It was released in 2000 to good reviews.']
viggo-train-3305,"inform(name[Diablo II], release_year[2000], rating[good], genres[hack-and-slash, role-playing], player_perspective[bird view], has_multiplayer[yes])",Diablo II is a good hack-and-slash role-playing game with a bird view. It has a multiplayer mode and was released in 2000.,['Diablo II is a good hack-and-slash role-playing game with a bird view. It has a multiplayer mode and was released in 2000.']
viggo-train-3306,"inform(name[Small World 2], developer[Days of Wonder], genres[indie, trivia/board game], has_multiplayer[yes], platforms[PC], available_on_steam[yes])","Small World 2 is a multiplayer indie trivia/board game. It was developed by Days of Wonder for PC, and you can get it on Steam.","['Small World 2 is a multiplayer indie trivia/board game. It was developed by Days of Wonder for PC, and you can get it on Steam.']"
viggo-train-3307,"inform(name[Small World 2], developer[Days of Wonder], genres[indie, trivia/board game], has_multiplayer[yes], platforms[PC], available_on_steam[yes])",Small World 2 is a multiplayer trivia/board game available on Steam for PC. It was released by the indie developer Days of Wonder.,['Small World 2 is a multiplayer trivia/board game available on Steam for PC. It was released by the indie developer Days of Wonder.']
viggo-train-3308,"inform(name[Small World 2], developer[Days of Wonder], genres[indie, trivia/board game], has_multiplayer[yes], platforms[PC], available_on_steam[yes])",Small World 2 from Days of Wonder is an indie trivia/board game with multiplayer for the PC through Steam.,['Small World 2 from Days of Wonder is an indie trivia/board game with multiplayer for the PC through Steam.']
viggo-train-3309,"recommend(name[Super Bomberman], esrb[E (for Everyone)], platforms[PC])","If you're looking for a good family-friendly game for the PC, Super Bomberman has an E rating. Have you heard of it before?","[""If you're looking for a good family-friendly game for the PC, Super Bomberman has an E rating. Have you heard of it before?""]"
viggo-train-3310,"recommend(name[Super Bomberman], esrb[E (for Everyone)], platforms[PC])","Since you are interested in PC games rated E (for Eveyone), have you ever heard of Super Bomberman?","['Since you are interested in PC games rated E (for Eveyone), have you ever heard of Super Bomberman?']"
viggo-train-3311,"recommend(name[Super Bomberman], esrb[E (for Everyone)], platforms[PC])","For E rated family friendly PC games, Super Bomberman is an option. Have you heard of it?","['For E rated family friendly PC games, Super Bomberman is an option. Have you heard of it?']"
viggo-train-3312,"inform(name[Age of Empires II: The Age of Kings], release_year[1999], genres[real-time strategy], player_perspective[bird view], has_multiplayer[yes])","Age of Empires II: The Age of Kings from 1999 is a real-time strategy game. Play using a traditional bird view, and join your friends in a multiplayer mode.","['Age of Empires II: The Age of Kings from 1999 is a real-time strategy game. Play using a traditional bird view, and join your friends in a multiplayer mode.']"
viggo-train-3313,"inform(name[Age of Empires II: The Age of Kings], release_year[1999], genres[real-time strategy], player_perspective[bird view], has_multiplayer[yes])","Age of Empires II: The Age of Kings, released in 1999, is a real-time strategy game played in bird view. It is a multiplayer game.","['Age of Empires II: The Age of Kings, released in 1999, is a real-time strategy game played in bird view. It is a multiplayer game.']"
